size,codigo_distrito,parking,codigo_tipo,piscina,total_rooms,price
410.0,37,1,5,1,8,3000.0
232.0,32,1,7,1,6,2500.0
198.0,69,1,2,0,8,2000.0
105.0,38,0,2,0,4,1200.0
102.0,66,0,2,0,5,1600.0
140.0,69,1,2,0,5,1350.0
60.0,69,0,2,0,3,900.0
101.0,70,1,2,0,3,1100.0
50.0,62,0,2,1,2,792.0
420.0,70,1,7,1,11,4500.0
125.0,56,0,7,0,6,900.0
200.0,22,0,3,1,9,1000.0
79.0,69,0,2,0,2,795.0
109.0,65,0,2,1,5,1400.0
170.0,69,0,2,0,6,2900.0
57.0,55,1,2,1,2,625.0
60.0,66,0,2,0,2,750.0
120.0,56,0,3,0,6,800.0
58.0,6,0,2,0,3,450.0
90.0,36,1,2,1,5,780.0
50.0,66,0,2,0,2,900.0
200.0,14,1,3,0,7,990.0
136.0,69,0,4,0,7,2000.0
135.0,48,1,2,0,6,1200.0
375.0,52,1,7,1,11,4500.0
71.0,55,0,2,0,4,815.0
442.0,36,1,7,1,12,4500.0
50.0,66,0,2,0,2,900.0
101.0,66,0,2,0,4,1000.0
80.0,40,0,2,0,4,700.0
65.0,70,1,2,0,3,1510.0
50.0,62,0,2,1,2,820.0
303.0,21,1,7,1,7,1950.0
80.0,69,1,2,0,3,900.0
